Name,MKT CAP,ENTERPRISE VALUE,Area,Type,Announced,Date,Q,V,M,SR,QV,QM,VM,F Score,Bankruptcy,Analyst Target Price,Spread,DayBefore,OnDay,All Share,Return,Return v's All Share,Category,Debt Category,Debt,Style,,,,
SBRY,"£6,073.94","£11,405.94",Consumer Defensives,Interim Result,Yes,02/11/2023,66,91,80,94,79,73,86,7,0.17,6.56%,4,256.9,273.71,1.52%,6.54%,5.02%,H >2000m,B >60%,90%,Large Cap,,,,
KCT,£190.74,£214.36,Technology,Final Result,Yes,02/11/2023,40,45,38,33,43,39,42,4,0.47,62.31%,148,106.4,105.6,1.52%,-0.75%,-2.27%,D <250m,D >0%,10%,Small Cap,,,,
OSB,"£1,183.86","-£1,696.54",Financials,Trading Statement,Yes,02/11/2023,34,97,19,46,66,27,58,4,,116.02%,13,298.6,328.67,1.52%,10.07%,8.55%,G <2000m,G >-100%,-240%,Financials,,,,
SHEL,"£177,476.95","£211,093.82",Energy,Interim Result,Yes,02/11/2023,87,82,97,99,85,92,90,7,4.08,19.13%,2,"2,646.88","2,714.50",1.52%,2.55%,1.03%,H >2000m,D >0%,20%,Large Cap,,,,
SN.,"£7,926.93","£10,269.14",Healthcare,Interim Result,Yes,02/11/2023,83,22,37,43,53,60,30,7,2.86,47.60%,2,923.6,970.6,1.52%,5.09%,3.57%,H >2000m,C >20%,30%,Large Cap,,,,
TIFS,£619.79,"£1,324.53",Consumer Cyclicals,Interim Result,Yes,02/11/2023,62,49,94,81,56,78,72,4,1.91,46.15%,17,123.6,130.4,1.52%,5.50%,3.98%,F <1000m,A >100%,110%,Large Cap,,,,
TRN,"£1,239.74","£1,335.94",Consumer Cyclicals,Interim Result,Yes,02/11/2023,65,7,78,47,36,72,43,8,-1.65,40.60%,8,260,294,1.52%,13.08%,11.56%,G <2000m,D >0%,10%,Large Cap,,,,
SNT,£1.70,£1.50,Industrials,Final Result,Yes,03/11/2023,5,15,16,4,10,11,16,2,-1.67,,645,7.06,7.32,0.09%,3.68%,3.59%,A <10m,E >-20%,-10%,Outside,,,,
KOS,"£2,873.56","£4,748.79",Energy,Trading Statement,Yes,06/11/2023,36,47,71,49,42,54,59,6,0.25,21.22%,581,605,612.5,-0.22%,1.24%,1.46%,H >2000m,B >60%,70%,Outside,,,,
OPG,£43.68,£49.86,Utilities,Final Result,Yes,06/11/2023,,,,,0,0,0,5,1.86,74.32%,909,10.9,12.48,-0.22%,14.50%,14.72%,B <50m,D >0%,10%,Outside,,,,
TRR,£90.01,£101.96,Basic Materials,Interim Result,Yes,06/11/2023,49,29,42,31,39,46,36,7,3.92,156.94%,162,31.75,31.7,-0.22%,-0.16%,0.06%,C <100m,D >0%,10%,Small Cap,,,,
ABF,"£16,252.76","£18,953.76",Consumer Defensives,Final Result,Yes,07/11/2023,84,45,91,87,65,88,68,6,5.58,6.64%,5,"2,124.00","2,250.00",-0.22%,5.93%,6.15%,H >2000m,D >0%,20%,Large Cap,,,,
BEZ,"£3,624.76","£3,360.46",Financials,Interim Result,Yes,07/11/2023,61,72,82,86,67,72,77,6,,40.77%,9,530.5,567.5,-0.22%,6.97%,7.19%,H >2000m,E >-20%,-10%,Financials,,,,
DLG,"£2,073.32",£926.02,Financials,Trading Statement,Yes,07/11/2023,40,66,60,56,53,50,63,4,,21.83%,3,157.75,170.2,-0.22%,7.89%,8.11%,H >2000m,G >-100%,-60%,Financials,,,,
DOTD,£249.58,£202.26,Technology,Final Result,Yes,07/11/2023,91,20,58,58,56,75,39,5,21.96,52.17%,185,81.15,87.2,-0.22%,7.46%,7.68%,D <250m,F >-60%,-20%,Small Cap,,,,
IBT,£225.34,£249.53,Financials,Final Result,Yes,07/11/2023,,,,,0,0,0,7,9.5,,104,567.37,574,-0.22%,1.17%,1.39%,D <250m,D >0%,10%,Financials,,,,
IWG,"£1,421.44","£7,639.44",Financials,Interim Result,Yes,07/11/2023,38,67,61,56,53,50,64,7,-0.9,39.31%,7,141.6,139.5,-0.22%,-1.48%,-1.26%,G <2000m,A >100%,440%,Financials,,,,
PSN,"£3,563.14","£3,206.14",Consumer Cyclicals,Trading Statement,Yes,07/11/2023,64,68,68,77,66,66,68,4,10.22,10.83%,4,"1,090.50","1,145.50",-0.22%,5.04%,5.26%,H >2000m,E >-20%,-10%,Large Cap,,,,
RS1,"£3,279.21","£3,392.91",Technology,Interim Result,Yes,07/11/2023,92,53,62,82,73,77,58,6,7.04,40.52%,3,682.8,695.4,-0.22%,1.85%,2.07%,H >2000m,E >-20%,0%,Large Cap,,,,
EGY,£385.43,£418.85,Energy,Interim Result,Yes,07/11/2023,75,76,69,88,76,72,73,5,3.06,96.84%,"1,667",360,360,-0.22%,0.00%,0.22%,E <500m,D >0%,10%,Outside,,,,
WOSG,"£1,273.32","£1,667.32",Consumer Cyclicals,Trading Statement,Yes,07/11/2023,87,65,27,64,76,57,46,7,4.87,48.93%,9,516.46,587,-0.22%,13.66%,13.88%,G <2000m,C >20%,30%,Large Cap,,,,
CRE,£725.40,£631.67,Financials,Interim Result,Yes,08/11/2023,34,71,62,57,53,48,67,6,,27.70%,11,435,450.5,0.05%,3.56%,3.51%,F <1000m,E >-20%,-10%,Financials,,,,
ITV,"£2,706.20","£3,471.20",Consumer Cyclicals,Trading Statement,Yes,08/11/2023,80,81,75,94,81,78,78,6,2.93,39.71%,3,65.94,62.29,0.05%,-5.54%,-5.59%,H >2000m,C >20%,30%,Large Cap,,,,
JDW,£876.14,"£1,964.09",Consumer Cyclicals,Interim Result,Yes,08/11/2023,68,80,73,88,74,71,77,9,0.38,19.47%,7,676,685,0.05%,1.33%,1.28%,F <1000m,A >100%,120%,Large Cap,,,,
MKS,"£4,389.29","£6,898.79",Consumer Defensives,Interim Result,Yes,08/11/2023,82,72,99,97,77,91,86,8,1.5,9.24%,13,220,247.7,0.05%,12.59%,12.54%,H >2000m,C >20%,60%,Large Cap,,,,
MXCT,£286.22,£111.61,Healthcare,Interim Result,Yes,08/11/2023,39,11,19,12,25,29,15,5,6.85,138.05%,174,282.3,279,0.05%,-1.17%,-1.22%,E <500m,G >-100%,-60%,Small Cap,,,,
STB,£110.50,-£145.90,Financials,Trading Statement,Yes,08/11/2023,19,98,79,75,59,49,89,2,,136.33%,136,602,608.3,0.05%,1.05%,1.00%,D <250m,G >-100%,-230%,Financials,,,,
SNWS,£114.51,£160.51,Consumer Cyclicals,Final Result,Yes,08/11/2023,84,99,69,97,92,77,84,9,-0.13,23.46%,62,47.53,48.4,0.05%,1.83%,1.78%,D <250m,C >20%,40%,Small Cap,,,,
TMO,£157.04,£208.13,Industrials,Final Result,Yes,08/11/2023,15,24,88,35,20,52,56,4,-0.09,,645,47.47,48.5,0.05%,2.17%,2.12%,D <250m,C >20%,30%,Outside,,,,
III,"£19,398.81","£20,021.81",Financials,Interim Result,Yes,09/11/2023,81,56,95,92,69,88,76,6,,15.84%,3,"2,011.00","2,020.00",0.00%,0.45%,0.45%,H >2000m,E >-20%,0%,Financials,,,,
APAX,£779.87,£714.32,Financials,Interim Result,Yes,09/11/2023,61,70,50,65,66,56,60,4,74.03,25.75%,25,160.4,160.33,0.00%,-0.04%,-0.04%,F <1000m,E >-20%,-10%,Financials,,,,
AZN,"£158,556.25","£178,110.69",Healthcare,Interim Result,Yes,09/11/2023,94,11,77,67,53,86,44,8,2.67,25.08%,2,"10,284.00","10,194.00",0.00%,-0.88%,-0.88%,H >2000m,D >0%,10%,Large Cap,,,,
AUTO,"£5,739.50","£5,791.60",Technology,Interim Result,Yes,09/11/2023,69,10,79,51,40,74,45,4,49.65,9.34%,3,630.4,686.8,0.00%,8.95%,8.95%,H >2000m,E >-20%,0%,Large Cap,,,,
BME,"£5,338.67","£7,356.67",Consumer Cyclicals,Interim Result,Yes,09/11/2023,61,45,75,65,53,68,60,5,1.71,11.81%,4,539.8,514.4,0.00%,-4.71%,-4.71%,H >2000m,C >20%,40%,Large Cap,,,,
BUR,"£2,382.31","£3,892.29",Financials,Interim Result,Yes,09/11/2023,17,12,63,20,15,40,38,3,,58.80%,9,"1,089.00","1,094.00",0.00%,0.46%,0.46%,H >2000m,C >20%,60%,Financials,,,,
DOM,"£1,491.68","£1,887.28",Consumer Cyclicals,Trading Statement,Yes,09/11/2023,90,39,86,85,65,88,63,6,3.45,3.38%,5,371.6,341,0.00%,-8.23%,-8.23%,G <2000m,C >20%,30%,Large Cap,,,,
EDV,"£4,241.79","£4,665.16",Basic Materials,Interim Result,Yes,09/11/2023,56,24,59,40,40,58,42,4,4.91,38.44%,6,"1,677.39","1,659.00",0.00%,-1.10%,-1.10%,H >2000m,D >0%,10%,Large Cap,,,,
FLTR,"£23,953.82","£28,821.02",Consumer Cyclicals,Trading Statement,Yes,09/11/2023,62,14,91,56,38,77,53,5,4.19,30.81%,15,"13,720.00","12,095.00",0.00%,-11.84%,-11.84%,H >2000m,D >0%,20%,Large Cap,,,,
IMI,"£3,889.47","£4,659.67",Industrials,Trading Statement,Yes,09/11/2023,93,33,89,86,63,91,61,8,3.37,26.72%,20,"1,500.00","1,504.30",0.00%,0.29%,0.29%,H >2000m,D >0%,20%,Large Cap,,,,
INDV,"£2,150.47","£1,818.74",Healthcare,Interim Result,Yes,09/11/2023,68,30,79,64,49,74,55,4,1.55,54.69%,6,"1,558.00","1,297.10",0.00%,-16.75%,-16.75%,H >2000m,F >-60%,-20%,Large Cap,,,,
WG.,"£1,059.90","£1,858.42",Energy,Trading Statement,Yes,09/11/2023,40,82,26,45,61,33,54,5,1.26,32.15%,7,152.8,151.1,0.00%,-1.11%,-1.11%,G <2000m,B >60%,80%,Large Cap,,,,
NG.,"£36,520.34","£76,761.34",Utilities,Interim Result,Yes,09/11/2023,71,41,89,79,56,80,65,6,1.89,13.51%,2,966.4,976.6,0.00%,1.06%,1.06%,H >2000m,A >100%,110%,Large Cap,,,,
RGL,£145.95,£542.37,Financials,Trading Statement,Yes,09/11/2023,49,93,11,48,71,30,52,6,0.3,104.95%,18,27.85,29.44,0.00%,5.71%,5.71%,D <250m,A >100%,270%,Financials,,,,
RWI,£455.05,"£1,060.90",Industrials,Interim Result,Yes,09/11/2023,48,85,77,84,67,63,81,6,-0.48,48.85%,18,579,569,0.00%,-1.73%,-1.73%,E <500m,A >100%,130%,Large Cap,,,,
SFOR,£396.44,£554.04,Consumer Cyclicals,Trading Statement,Yes,09/11/2023,68,69,6,42,69,37,38,8,1.5,93.94%,15,67.1,56.13,0.00%,-16.35%,-16.35%,E <500m,C >20%,40%,Large Cap,,,,
TATE,"£2,540.54","£2,779.54",Consumer Defensives,Interim Result,Yes,09/11/2023,79,45,67,72,62,73,56,7,2.82,42.25%,16,638,640.5,0.00%,0.39%,0.39%,H >2000m,D >0%,10%,Large Cap,,,,
TW.,"£4,067.67","£3,440.57",Consumer Cyclicals,Trading Statement,Yes,09/11/2023,74,88,91,97,81,83,90,4,9.98,14.75%,4,114.9,116.05,0.00%,1.00%,1.00%,H >2000m,F >-60%,-20%,Large Cap,,,,
TBCG,"£1,517.79",£783.06,Financials,Interim Result,Yes,09/11/2023,69,83,97,97,76,83,90,7,,24.35%,36,"2,760.00","2,695.00",0.00%,-2.36%,-2.36%,G <2000m,F >-60%,-50%,Financials,,,,
TRAK,£7.75,£14.67,Technology,Interim Result,Yes,09/11/2023,35,92,76,79,64,56,84,4,0.89,,645,15.98,15.22,0.00%,-4.76%,-4.76%,A <10m,B >60%,90%,Outside,,,,
SHED,£551.27,£877.60,Financials,Interim Result,Yes,09/11/2023,54,48,49,47,51,52,49,4,2.15,40.84%,17,116.8,114.6,0.00%,-1.88%,-1.88%,F <1000m,C >20%,60%,Financials,,,,
VTY,"£2,613.76","£3,040.90",Consumer Cyclicals,Trading Statement,Yes,09/11/2023,36,82,82,78,59,59,82,3,5.27,25.00%,7,763.63,743,0.00%,-2.70%,-2.70%,H >2000m,D >0%,20%,Large Cap,,,,
WPM,"£15,962.47","£15,293.88",Basic Materials,Interim Result,Yes,09/11/2023,71,8,72,47,40,72,40,5,618.18,36.55%,204,"3,500.00","3,652.00",0.00%,4.34%,4.34%,H >2000m,E >-20%,0%,Small Cap,,,,
SMWH,"£1,564.40","£2,561.40",Consumer Cyclicals,Final Result,Yes,09/11/2023,60,25,47,37,43,54,36,5,1.15,56.00%,8,"1,184.00","1,237.00",0.00%,4.48%,4.48%,G <2000m,C >20%,60%,Large Cap,,,,
WIN,£326.30,£504.90,Industrials,Interim Result,Yes,09/11/2023,62,83,83,90,73,73,83,6,0.1,47.33%,114,265.25,280.5,0.00%,5.75%,5.75%,E <500m,C >20%,50%,Small Cap,,,,
WIZZ,"£1,887.93","£5,251.71",Industrials,Interim Result,Yes,09/11/2023,29,65,36,35,47,33,51,6,-1.23,71.92%,8,"1,843.50","1,602.00",0.00%,-13.10%,-13.10%,G <2000m,A >100%,180%,Large Cap,,,,
WRKS,£25.47,£113.49,Consumer Cyclicals,Trading Statement,Yes,09/11/2023,40,90,97,90,65,69,94,4,-0.33,53.37%,417,40.98,32.14,0.00%,-21.57%,-21.57%,B <50m,A >100%,350%,Outside,,,,
BOCH,"£1,133.23","-£6,666.60",Financials,Interim Result,Yes,13/11/2023,64,97,92,97,81,78,95,7,,83.79%,273,251,260,0.42%,3.59%,3.17%,G <2000m,G >-100%,-690%,Financials,,,,
BLND,"£2,907.91","£5,188.91",Financials,Interim Result,Yes,13/11/2023,67,47,58,60,57,63,53,5,2.43,23.35%,3,311,325.3,0.42%,4.60%,4.18%,H >2000m,B >60%,80%,Financials,,,,
HGT,"£1,778.28","£1,531.53",Financials,Interim Result,Yes,13/11/2023,,,,,0,0,0,3,312.14,9.65%,13,381.88,379,0.42%,-0.75%,-1.17%,G <2000m,E >-20%,-10%,Financials,,,,
KNOS,"£1,532.98","£1,426.06",Technology,Interim Result,Yes,13/11/2023,99,11,73,67,55,86,42,8,21.12,26.68%,8,"1,227.00",979.18,0.42%,-20.20%,-20.62%,G <2000m,E >-20%,-10%,Large Cap,,,,
TIG,£341.84,£402.22,Technology,Interim Result,Yes,13/11/2023,71,37,88,75,54,80,63,6,1.79,102.91%,16,123.85,115,0.42%,-7.15%,-7.57%,E <500m,D >0%,20%,Large Cap,,,,
AOM,£57.09,£42.18,Technology,Interim Result,Yes,14/11/2023,75,17,56,45,46,66,37,6,3.69,96.88%,"1,250",78.55,80,-0.27%,1.85%,2.12%,C <100m,F >-60%,-30%,Outside,,,,
ARB,£47.11,£99.72,Financials,Interim Result,Yes,14/11/2023,4,21,33,9,13,19,27,3,-14.58,7.95%,274,8.51,8.06,-0.27%,-5.29%,-5.02%,B <50m,A >100%,110%,Financials,,,,
BAB,"£2,118.45","£2,700.55",Industrials,Interim Result,Yes,14/11/2023,16,36,92,43,26,54,64,4,-0.47,20.21%,10,416,416.6,-0.27%,0.14%,0.41%,H >2000m,C >20%,30%,Large Cap,,,,
BGEO,"£1,619.38","£1,328.30",Financials,Interim Result,Yes,14/11/2023,72,93,91,98,83,82,92,7,,45.56%,14,"3,555.00","3,346.02",-0.27%,-5.88%,-5.61%,G <2000m,F >-60%,-20%,Financials,,,,
CBOX,£54.00,£50.34,Consumer Defensives,Interim Result,Yes,14/11/2023,87,57,85,91,72,86,71,5,6.17,48.15%,588,142,145.4,-0.27%,2.39%,2.66%,C <100m,E >-20%,-10%,Outside,,,,
CGS,£160.79,£125.23,Basic Materials,Interim Result,Yes,14/11/2023,92,78,71,95,85,82,75,6,5.26,48.65%,541,378,380.9,-0.27%,0.77%,1.04%,D <250m,F >-60%,-20%,Outside,,,,
CTEC,"£4,267.66","£5,403.81",Healthcare,Trading Statement,Yes,14/11/2023,74,17,88,64,46,81,53,6,2.82,33.62%,10,208.8,215.2,-0.27%,3.07%,3.34%,H >2000m,C >20%,30%,Large Cap,,,,
DCC,"£4,546.39","£5,806.02",Industrials,Interim Result,Yes,14/11/2023,81,69,82,92,75,82,76,6,2.44,45.38%,2,"4,624.00","5,100.00",-0.27%,10.29%,10.56%,H >2000m,C >20%,30%,Large Cap,,,,
FORT,£297.07,£368.17,Basic Materials,Interim Result,Yes,14/11/2023,77,89,12,64,83,45,51,4,2.93,22.89%,43,139.29,143.2,-0.27%,2.81%,3.08%,E <500m,D >0%,20%,Small Cap,,,,
G4M,£26.54,£49.68,Consumer Cyclicals,Interim Result,Yes,14/11/2023,72,94,81,97,83,77,88,5,3.39,91.30%,833,118.11,114,-0.27%,-3.48%,-3.21%,B <50m,B >60%,90%,Outside,,,,
GENL,£426.37,£296.93,Energy,Trading Statement,Yes,14/11/2023,36,60,17,29,48,27,39,4,-9.54,47.98%,52,85.03,88.85,-0.27%,4.49%,4.76%,E <500m,F >-60%,-30%,Small Cap,,,,
HILS,"£1,390.15","£1,522.25",Basic Materials,Trading Statement,Yes,14/11/2023,97,29,92,87,63,95,61,9,5.11,8.71%,12,"1,739.27","1,792.00",-0.27%,3.03%,3.30%,G <2000m,D >0%,10%,Large Cap,,,,
HGEN,£57.58,£49.03,Financials,Interim Result,Yes,14/11/2023,22,67,36,33,45,29,52,,327.61,110.29%,537,43.87,44.88,-0.27%,2.30%,2.57%,C <100m,E >-20%,-10%,Financials,,,,
IMB,"£15,651.46","£26,269.46",Consumer Defensives,Final Result,Yes,14/11/2023,69,82,76,91,76,73,79,7,1.68,29.49%,3,"1,781.54","1,777.50",-0.27%,-0.23%,0.04%,H >2000m,B >60%,70%,Large Cap,,,,
INF,"£9,798.24","£11,302.44",Industrials,Trading Statement,Yes,14/11/2023,69,16,98,67,43,84,57,7,3.39,21.18%,3,717,740.6,-0.27%,3.29%,3.56%,H >2000m,D >0%,20%,Large Cap,,,,
LAND,"£4,467.56","£8,031.56",Financials,Interim Result,Yes,14/11/2023,60,49,84,73,55,72,67,5,2.73,9.95%,3,608.2,605.4,-0.27%,-0.46%,-0.19%,H >2000m,B >60%,80%,Financials,,,,
OXIG,"£1,121.44","£1,052.64",Technology,Interim Result,Yes,14/11/2023,99,20,44,54,60,72,32,8,5.04,37.19%,10,"1,918.00","2,015.00",-0.27%,5.06%,5.33%,G <2000m,E >-20%,-10%,Large Cap,,,,
PCTN,£350.47,£555.88,Financials,Interim Result,Yes,14/11/2023,73,35,60,56,54,67,48,5,2.58,36.72%,16,64.84,66.5,-0.27%,2.56%,2.83%,E <500m,C >20%,60%,Financials,,,,
RENX,£37.02,£25.47,Healthcare,Interim Result,Yes,14/11/2023,4,2,25,3,3,15,14,2,-10.53,526.65%,"1,053",37.6,26.6,-0.27%,-29.26%,-28.99%,B <50m,F >-60%,-30%,Outside,,,,
REVB,£83.23,£106.92,Consumer Cyclicals,Interim Result,Yes,14/11/2023,44,47,52,43,46,48,50,6,-4.89,,320,27.2,27.6,-0.27%,1.47%,1.74%,C <100m,C >20%,30%,Small Cap,,,,
TLW,£440.97,"£2,715.89",Energy,Trading Statement,Yes,14/11/2023,37,98,78,85,68,58,88,5,-0.8,88.40%,20,32.7,31.88,-0.27%,-2.51%,-2.24%,E <500m,A >100%,520%,Large Cap,,,,
VOD,"£20,681.63","£63,304.47",Telecoms,Interim Result,Yes,14/11/2023,57,98,40,74,78,49,69,7,-1.65,37.36%,1,77.44,74.63,-0.27%,-3.63%,-3.36%,H >2000m,A >100%,210%,Large Cap,,,,
WISE,"£6,892.65","£6,485.95",Industrials,Interim Result,Yes,14/11/2023,64,27,98,70,46,81,63,7,,18.11%,3,698.4,704.8,-0.27%,0.92%,1.19%,H >2000m,E >-20%,-10%,Large Cap,,,,
AV.,"£11,315.86",-£707.14,Financials,Trading Statement,Yes,15/11/2023,28,65,80,61,47,54,73,4,,14.44%,5,409.6,414.7,0.99%,1.25%,0.26%,H >2000m,G >-100%,-110%,Financials,,,,
DEC,£644.24,"£1,904.02",Energy,Trading Statement,Yes,15/11/2023,39,96,19,50,68,29,58,4,1.63,123.42%,7,67.05,73.5,0.99%,9.62%,8.63%,F <1000m,A >100%,200%,Large Cap,,,,
EXPN,"£24,263.84","£27,460.61",Industrials,Interim Result,Yes,15/11/2023,85,12,76,61,49,81,44,6,6.41,20.15%,4,"2,639.00","2,864.73",0.99%,8.55%,7.56%,H >2000m,D >0%,10%,Large Cap,,,,
FSTA,£786.48,£991.08,Consumer Cyclicals,Interim Result,Yes,15/11/2023,79,18,86,67,49,83,52,8,4.33,-1.17%,35,572.02,611.59,0.99%,6.92%,5.93%,F <1000m,C >20%,30%,Small Cap,,,,
GEN,£697.68,£876.58,Consumer Cyclicals,Trading Statement,Yes,15/11/2023,86,63,64,85,75,75,64,7,4.47,30.45%,18,278.5,323.75,0.99%,16.25%,15.26%,F <1000m,C >20%,30%,Large Cap,,,,
ICP,"£4,030.80","£7,666.70",Financials,Interim Result,Yes,15/11/2023,58,38,98,73,48,78,68,6,,35.03%,4,"1,397.50","1,504.00",0.99%,7.62%,6.63%,H >2000m,B >60%,90%,Financials,,,,
N91,"£1,516.67","-£8,747.13",Financials,Interim Result,Yes,15/11/2023,86,61,73,88,74,80,67,7,,2.62%,12,169.7,174.9,0.99%,3.06%,2.07%,G <2000m,G >-100%,-680%,Financials,,,,
RNO,£67.63,£117.63,Industrials,Interim Result,Yes,15/11/2023,73,89,95,98,81,84,92,6,1.63,86.67%,600,30.9,32.1,0.99%,3.88%,2.89%,C <100m,B >60%,70%,Outside,,,,
SSE,"£18,320.98","£27,138.18",Utilities,Interim Result,Yes,15/11/2023,64,38,88,72,51,76,63,5,2.17,24.93%,9,"1,681.50","1,746.00",0.99%,3.84%,2.85%,H >2000m,C >20%,50%,Large Cap,,,,
SYNT,£323.21,"£1,190.01",Basic Materials,Trading Statement,Yes,15/11/2023,58,93,4,50,76,31,49,6,1.07,233.52%,30,199.4,205.6,0.99%,3.11%,2.12%,E <500m,A >100%,270%,Small Cap,,,,
TRCS,£213.51,£201.26,Technology,Final Result,Yes,15/11/2023,98,7,51,50,53,75,29,8,7.97,90.38%,282,704,730,0.99%,3.69%,2.70%,D <250m,E >-20%,-10%,Small Cap,,,,
WHR,£343.71,£637.78,Financials,Interim Result,Yes,15/11/2023,35,48,69,48,42,52,59,3,0.63,66.46%,12,82.5,85.5,0.99%,3.64%,2.65%,E <500m,B >60%,90%,Financials,,,,
AGR,"£1,399.62","£2,534.22",Financials,Interim Result,Yes,16/11/2023,44,44,43,36,44,44,44,5,1.4,15.18%,8,47.35,45.18,-0.53%,-4.58%,-4.05%,G <2000m,B >60%,80%,Financials,,,,
ATYM,£426.63,£364.17,Basic Materials,Interim Result,Yes,16/11/2023,52,30,34,29,41,43,32,5,5.22,45.58%,33,313,307,-0.53%,-1.92%,-1.39%,E <500m,E >-20%,-10%,Small Cap,,,,
AV.,"£11,272.04",-£750.96,Financials,Trading Statement,Yes,16/11/2023,28,66,78,59,47,53,72,4,,14.88%,2,414.7,416.9,-0.53%,0.53%,1.06%,H >2000m,G >-100%,-110%,Financials,,,,
BRBY,"£6,109.57","£6,575.57",Consumer Cyclicals,Interim Result,Yes,16/11/2023,94,46,49,70,70,72,48,6,6.96,27.59%,18,"1,718.00","1,580.00",-0.53%,-8.03%,-7.50%,H >2000m,D >0%,10%,Large Cap,,,,
CBG,"£1,212.81","£2,120.01",Financials,Trading Statement,Yes,16/11/2023,43,86,37,56,65,40,62,5,,27.92%,12,805.5,768.5,-0.53%,-4.59%,-4.06%,G <2000m,B >60%,70%,Financials,,,,
CMCX,£276.18,£111.21,Financials,Interim Result,Yes,16/11/2023,97,94,24,85,96,61,59,7,,6.21%,10,97.26,94.7,-0.53%,-2.63%,-2.10%,E <500m,G >-100%,-60%,Financials,,,,
CRST,£481.47,£417.37,Consumer Cyclicals,Trading Statement,Yes,16/11/2023,78,97,18,73,88,48,58,5,7.7,21.13%,11,196.63,187.4,-0.53%,-4.69%,-4.16%,E <500m,E >-20%,-10%,Large Cap,,,,
FSTA,£781.04,£985.64,Consumer Cyclicals,Interim Result,Yes,16/11/2023,79,19,84,66,49,82,52,8,4.31,-0.48%,35,611.59,662,-0.53%,8.24%,8.77%,F <1000m,C >20%,30%,Small Cap,,,,
GPE,"£1,122.10","£1,629.90",Financials,Interim Result,Yes,16/11/2023,58,32,18,25,45,38,25,5,3.91,11.04%,5,449.6,424,-0.53%,-5.69%,-5.16%,G <2000m,C >20%,50%,Financials,,,,
HLMA,"£7,403.78","£8,000.58",Technology,Interim Result,Yes,16/11/2023,80,11,47,40,46,64,29,5,5.72,12.81%,5,"2,001.00","2,061.00",-0.53%,3.00%,3.53%,H >2000m,D >0%,10%,Large Cap,,,,
IDS,"£2,335.22","£3,835.22",Industrials,Interim Result,Yes,16/11/2023,40,79,80,77,60,60,80,4,1.37,12.30%,8,246.9,240.5,-0.53%,-2.59%,-2.06%,H >2000m,C >20%,60%,Large Cap,,,,
INVP,"£4,769.66","£1,783.37",Financials,Interim Result,Yes,16/11/2023,64,73,98,93,69,81,86,6,,11.43%,4,536.4,525.2,-0.53%,-2.09%,-1.56%,H >2000m,G >-100%,-60%,Financials,,,,
KIE,£467.77,£591.17,Industrials,Trading Statement,Yes,16/11/2023,67,96,90,97,82,79,93,8,-0.4,55.06%,38,106.4,106.4,-0.53%,0.00%,0.53%,E <500m,C >20%,30%,Small Cap,,,,
LIO,£389.61,£262.24,Financials,Interim Result,Yes,16/11/2023,96,82,23,77,89,60,53,7,,41.76%,8,617.75,593.95,-0.53%,-3.85%,-3.32%,E <500m,F >-60%,-30%,Financials,,,,
MANO,£74.39,£61.07,Industrials,Interim Result,Yes,16/11/2023,51,17,35,24,34,43,26,4,8.29,47.06%,556,177.6,180.4,-0.53%,1.58%,2.11%,C <100m,F >-60%,-20%,Outside,,,,
MRK,£97.60,£89.02,Technology,Interim Result,Yes,16/11/2023,97,32,81,83,65,89,57,7,9.48,26.45%,215,92.55,90.95,-0.53%,-1.73%,-1.20%,C <100m,E >-20%,-10%,Small Cap,,,,
NXR,£135.70,£210.30,Consumer Cyclicals,Interim Result,Yes,16/11/2023,61,95,44,77,78,53,70,4,2.39,105.05%,387,156.15,159.8,-0.53%,2.34%,2.87%,D <250m,C >20%,50%,Small Cap,,,,
PFD,"£1,138.06","£1,412.36",Consumer Defensives,Interim Result,Yes,16/11/2023,82,54,89,90,68,86,72,7,2.04,24.05%,15,131.54,133.26,-0.53%,1.31%,1.84%,G <2000m,D >0%,20%,Large Cap,,,,
QQ.,"£1,993.68","£2,205.68",Industrials,Interim Result,Yes,16/11/2023,72,39,91,79,56,82,65,6,2.76,23.66%,6,350.4,343.2,-0.53%,-2.05%,-1.52%,G <2000m,D >0%,10%,Large Cap,,,,
SYNC,£855.21,£855.19,Financials,Interim Result,Yes,16/11/2023,45,86,41,60,66,43,64,3,,88.02%,47,132.32,131.2,-0.53%,-0.85%,-0.32%,F <1000m,E >-20%,0%,Financials,,,,
TAM,£296.51,£269.89,Financials,Interim Result,Yes,16/11/2023,80,19,92,72,50,86,56,5,,26.53%,206,491.26,504.02,-0.53%,2.60%,3.13%,E <500m,E >-20%,-10%,Financials,,,,
TYMN,£540.70,£708.50,Consumer Cyclicals,Trading Statement,Yes,16/11/2023,83,73,92,97,78,88,83,7,2.91,24.16%,91,286.5,274.5,-0.53%,-4.19%,-3.66%,F <1000m,C >20%,30%,Small Cap,,,,
UU.,"£7,446.22","£15,541.22",Utilities,Interim Result,Yes,16/11/2023,54,18,94,56,36,74,56,6,1.37,4.11%,5,"1,090.50","1,080.50",-0.53%,-0.92%,-0.39%,H >2000m,A >100%,110%,Large Cap,,,,
YNGA,£634.47,£799.67,Consumer Cyclicals,Interim Result,Yes,16/11/2023,79,43,81,79,61,80,62,7,3.52,54.47%,139,"1,080.00","1,110.00",-0.53%,2.78%,3.31%,F <1000m,C >20%,30%,Small Cap,,,,
