Name,MKT CAP,ENTERPRISE VALUE,Area,Type,Announced,Date,Q,V,M,SR,QV,QM,VM,F Score,Bankruptcy,Analyst Target Price,Spread,DayBefore,OnDay,All Share,Return,Return v's All Share,Category,Debt Category,Debt,Style,,,,
CMO,£17.27,£16.06,Consumer Cyclicals,Interim Result,Yes,28/09/2023,46,55,53,48,51,50,54,6,-0.14,54.17%,833,24,24,0.67%,0.00%,-0.67%,B <50m,E >-20%,-10%,Outside,,,,
DFCH,£52.02,£421.00,Financials,Interim Result,Yes,28/09/2023,8,81,45,37,45,27,63,5,,165.52%,"1,379",27,28,0.67%,3.70%,3.03%,C <100m,A >100%,710%,Financials,,,,
FEN,£73.61,£69.80,Financials,Interim Result,Yes,28/09/2023,62,20,45,34,41,54,33,2,,77.39%,870,59.74,60,0.67%,0.44%,-0.23%,C <100m,E >-20%,-10%,Financials,,,,
LIKE,£47.57,£69.66,Consumer Cyclicals,Interim Result,Yes,28/09/2023,26,38,58,32,32,42,48,1,2.05,33.33%,513,19.8,19.5,0.67%,-1.52%,-2.19%,B <50m,C >20%,50%,Outside,,,,
PGH,£53.75,£37.07,Financials,Interim Result,Yes,28/09/2023,64,43,78,68,54,71,61,5,,,233,172,180.22,0.67%,4.78%,4.11%,C <100m,F >-60%,-30%,Financials,,,,
JHD,£891.60,£856.40,Consumer Cyclicals,Final Result,Yes,02/10/2023,80,21,87,71,51,84,54,5,11.85,45.63%,97,206.94,210.12,-0.40%,1.54%,1.94%,F <1000m,E >-20%,0%,Small Cap,,,,
PNN,"£1,439.80","£4,405.60",Utilities,Trading Statement,Yes,02/10/2023,42,45,8,22,44,25,27,5,1.08,43.38%,9,584.5,604.5,-0.40%,3.42%,3.82%,G <2000m,A >100%,210%,Large Cap,,,,
BOO,£400.57,£533.27,Consumer Cyclicals,Interim Result,Yes,03/10/2023,60,66,22,45,63,41,44,4,-0.1,43.03%,3,31.95,28.34,-0.13%,-11.30%,-11.17%,E <500m,C >20%,30%,Large Cap,,,,
GRG,"£2,503.21","£2,669.01",Consumer Cyclicals,Trading Statement,Yes,03/10/2023,95,35,72,79,65,84,54,7,7.51,30.38%,8,"2,482.00","2,402.00",-0.13%,-3.22%,-3.09%,H >2000m,D >0%,10%,Large Cap,,,,
IHC,£28.66,£39.46,Healthcare,Interim Result,Yes,03/10/2023,27,42,35,25,35,31,39,1,2.24,292.86%,476,41.24,41.04,-0.13%,-0.48%,-0.35%,B <50m,C >20%,40%,Outside,,,,
SUS,£270.35,£463.75,Financials,Interim Result,Yes,03/10/2023,52,72,79,79,62,66,76,3,,19.78%,225,"2,250.00","2,235.00",-0.13%,-0.67%,-0.54%,E <500m,B >60%,70%,Financials,,,,
MEX,£27.22,£64.50,Consumer Cyclicals,Interim Result,Yes,03/10/2023,36,32,26,21,34,31,29,4,-0.64,95.31%,142,70.04,62,-0.13%,-11.48%,-11.35%,B <50m,A >100%,140%,Small Cap,,,,
TSCO,"£18,631.40","£29,252.40",Consumer Defensives,Interim Result,Yes,04/10/2023,44,75,92,83,60,68,84,6,0.53,15.25%,4,259.4,269.2,-0.03%,3.78%,3.81%,H >2000m,C >20%,60%,Large Cap,,,,
TPT,£94.50,£176.30,Consumer Cyclicals,Trading Statement,Yes,04/10/2023,63,58,84,81,61,74,71,7,1.2,76.72%,103,48.2,49,-0.03%,1.66%,1.69%,C <100m,B >60%,90%,Small Cap,,,,
FXPO,£445.91,£337.52,Basic Materials,Trading Statement,Yes,05/10/2023,87,93,14,74,90,51,54,5,17.01,98.85%,13,76.25,75.6,0.30%,-0.85%,-1.15%,E <500m,F >-60%,-20%,Large Cap,,,,
IMB,"£14,597.39","£25,215.39",Consumer Defensives,Trading Statement,Yes,05/10/2023,70,87,33,71,79,52,60,7,1.65,41.42%,6,"1,620.62","1,642.00",0.30%,1.32%,1.02%,H >2000m,B >60%,70%,Large Cap,,,,
PNN,"£1,561.34","£4,527.14",Utilities,Trading Statement,Yes,05/10/2023,41,42,11,21,42,26,27,5,1.11,32.22%,8,600,610,0.30%,1.67%,1.37%,G <2000m,A >100%,190%,Large Cap,,,,
FAN,£679.43,£767.67,Industrials,Final Result,Yes,05/10/2023,88,33,75,75,61,82,54,7,7.19,22.55%,6,342.8,365,0.30%,6.48%,6.18%,F <1000m,D >0%,10%,Large Cap,,,,
ATYM,£432.23,£370.28,Basic Materials,Trading Statement,Yes,12/10/2023,53,30,57,41,42,55,44,5,5.29,53.68%,32,304,321,0.28%,5.59%,5.31%,E <500m,E >-20%,-10%,Small Cap,,,,
BRK,£263.03,£229.81,Financials,Trading Statement,Yes,12/10/2023,77,54,33,54,66,55,44,5,,50.58%,62,"1,625.72","1,620.00",0.28%,-0.35%,-0.63%,E <500m,E >-20%,-10%,Financials,,,,
DPH,"£4,316.37","£4,739.67",Healthcare,Final Result,Yes,12/10/2023,57,5,77,42,31,67,41,4,3.79,7.83%,11,"3,796.36","3,790.00",0.28%,-0.17%,-0.45%,H >2000m,D >0%,10%,Large Cap,,,,
EZJ,"£3,335.24","£3,491.24",Industrials,Trading Statement,Yes,12/10/2023,37,48,72,50,43,55,60,7,0.19,46.29%,5,435.9,404.6,0.28%,-7.18%,-7.46%,H >2000m,E >-20%,0%,Large Cap,,,,
HAS,"£1,652.27","£1,706.47",Industrials,Trading Statement,Yes,12/10/2023,88,63,56,81,76,72,60,5,3.65,32.95%,10,102.94,102.8,0.28%,-0.14%,-0.42%,G <2000m,E >-20%,0%,Large Cap,,,,
KMR,£368.96,£333.36,Basic Materials,Trading Statement,Yes,12/10/2023,96,98,75,99,97,86,87,9,8.09,54.73%,24,410.5,412.4,0.28%,0.46%,0.18%,E <500m,E >-20%,-10%,Large Cap,,,,
BWNG,£93.82,£391.12,Consumer Cyclicals,Interim Result,Yes,12/10/2023,44,94,30,57,69,37,62,4,5.2,,642,19.27,19.26,0.28%,-0.05%,-0.33%,C <100m,A >100%,320%,Outside,,,,
NXR,£133.91,£208.51,Consumer Cyclicals,Trading Statement,Yes,12/10/2023,61,95,47,80,78,54,71,4,2.38,114.17%,134,146.5,145,0.28%,-1.02%,-1.30%,D <250m,C >20%,60%,Small Cap,,,,
TET,£293.00,£310.70,Consumer Defensives,Trading Statement,Yes,12/10/2023,75,21,32,34,48,54,27,8,6.44,46.80%,21,459.25,451,0.28%,-1.80%,-2.08%,E <500m,D >0%,10%,Large Cap,,,,
ASHM,"£1,334.25",£589.95,Financials,Trading Statement,Yes,13/10/2023,96,60,18,60,78,57,39,6,,8.92%,5,184.8,174.1,-0.39%,-5.79%,-5.40%,G <2000m,G >-100%,-60%,Financials,,,,
CLIG,£174.84,£154.52,Financials,Trading Statement,Yes,13/10/2023,98,70,46,85,84,72,58,8,,,286,359,336,-0.39%,-6.41%,-6.02%,D <250m,E >-20%,-10%,Financials,,,,
CYN,£114.04,£124.34,Financials,Final Result,Yes,13/10/2023,95,65,26,69,80,61,46,8,11.61,,469,169.95,167.8,-0.39%,-1.27%,-0.88%,D <250m,D >0%,10%,Financials,,,,
PMI,£87.64,£55.66,Financials,Trading Statement,Yes,13/10/2023,79,87,14,64,83,47,51,5,,61.26%,180,55.06,54.36,-0.39%,-1.27%,-0.88%,C <100m,F >-60%,-40%,Financials,,,,
SJG,£273.72,£308.48,Financials,Final Result,Yes,13/10/2023,,,,,0,0,0,6,10.57,,216,232,227.48,-0.39%,-1.95%,-1.56%,E <500m,D >0%,10%,Financials,,,,
TOWN,£55.72,£176.36,Financials,Final Result,Yes,13/10/2023,48,61,52,53,55,50,57,6,1.52,58.70%,348,114.5,115,-0.39%,0.44%,0.83%,C <100m,A >100%,220%,Financials,,,,
BOOM,£29.50,£25.30,Technology,Trading Statement,Yes,16/10/2023,20,26,1,6,23,11,14,3,-5.01,619.72%,556,185,159,0.23%,-14.05%,-14.28%,B <50m,E >-20%,-10%,Outside,,,,
SEE,£228.20,£206.60,Technology,Final Result,Yes,16/10/2023,51,12,53,30,32,52,33,5,4.14,121.08%,73,5.47,5.17,0.23%,-5.48%,-5.71%,D <250m,E >-20%,-10%,Small Cap,,,,
TSTL,£184.80,£181.90,Industrials,Final Result,Yes,16/10/2023,96,7,88,71,52,92,48,7,13.36,13.01%,513,392,384.99,0.23%,-1.79%,-2.02%,D <250m,E >-20%,0%,Outside,,,,
ABDX,£14.00,£10.64,Healthcare,Final Result,Yes,17/10/2023,24,2,75,23,13,50,39,6,-10.07,386.96%,870,11.5,11.27,0.23%,-2.00%,-2.23%,B <50m,F >-60%,-20%,Outside,,,,
BPM,£136.25,£124.87,Financials,Interim Result,Yes,17/10/2023,85,51,76,84,68,81,64,6,,33.33%,219,366,380.86,0.23%,4.06%,3.83%,D <250m,E >-20%,-10%,Financials,,,,
BWY,"£2,599.88","£2,307.38",Consumer Cyclicals,Final Result,Yes,17/10/2023,68,90,55,84,79,62,73,6,9.57,20.42%,18,"2,176.00","2,226.00",0.23%,2.30%,2.07%,H >2000m,E >-20%,-10%,Large Cap,,,,
IHP,£714.99,-£842.91,Financials,Trading Statement,Yes,17/10/2023,52,14,43,27,33,48,29,5,0.11,48.67%,9,215.8,218.8,0.23%,1.39%,1.16%,F <1000m,G >-100%,-220%,Financials,,,,
JGC,£39.68,£39.72,Financials,Trading Statement,Yes,17/10/2023,,,,,0,0,0,4,11.42,,102,197,196,0.23%,-0.51%,-0.74%,B <50m,E >-20%,0%,Financials,,,,
MONY,"£1,293.84","£1,342.94",Technology,Trading Statement,Yes,17/10/2023,92,37,86,85,65,89,62,6,7.04,25.95%,8,241,265,0.23%,9.96%,9.73%,G <2000m,E >-20%,0%,Large Cap,,,,
NANO,£51.94,£52.14,Technology,Final Result,Yes,17/10/2023,11,2,22,3,7,17,12,2,-16.22,,137,16.01,16.98,0.23%,6.06%,5.83%,C <100m,E >-20%,0%,Small Cap,,,,
N91,"£1,479.76","-£8,784.04",Financials,Trading Statement,Yes,17/10/2023,86,63,68,86,75,77,66,7,,9.73%,55,164.4,170.5,0.23%,3.71%,3.48%,G <2000m,G >-100%,-690%,Financials,,,,
RBG,£8.40,£151.33,Consumer Cyclicals,Final Result,Yes,17/10/2023,9,95,19,33,52,14,57,3,-1.83,310.96%,822,3.65,3.4,0.23%,-6.85%,-7.08%,A <10m,A >100%,1700%,Outside,,,,
RIO,"£82,299.96","£86,668.63",Basic Materials,Trading Statement,Yes,17/10/2023,81,62,69,84,72,75,66,5,5.46,13.83%,2,"5,073.00","5,202.00",0.23%,2.54%,2.31%,H >2000m,D >0%,10%,Large Cap,,,,
SSIT,£93.69,£52.75,Financials,Final Result,Yes,17/10/2023,7,80,73,52,44,40,77,,417.77,,709,39.5,37.92,0.23%,-4.00%,-4.23%,C <100m,F >-60%,-40%,Financials,,,,
SMRT,£12.16,£10.81,Technology,Interim Result,Yes,17/10/2023,37,32,80,46,35,59,56,4,2.59,197.62%,952,42,42,0.23%,0.00%,-0.23%,B <50m,E >-20%,-10%,Outside,,,,
VANQ,£288.29,"£2,037.79",Financials,Trading Statement,Yes,17/10/2023,6,96,13,29,51,10,55,3,,132.33%,18,112.4,124,0.23%,10.32%,10.09%,E <500m,A >100%,610%,Financials,,,,
ANTO,"£13,890.72","£17,200.07",Basic Materials,Trading Statement,Yes,18/10/2023,81,34,88,79,58,85,61,6,5.35,3.36%,7,"1,384.00","1,390.50",-0.66%,0.47%,1.13%,H >2000m,D >0%,20%,Large Cap,,,,
BHP,"£119,906.93","£130,942.45",Basic Materials,Trading Statement,Yes,18/10/2023,71,57,59,69,64,65,58,4,5.74,1.72%,2,"2,366.50","2,371.00",-0.66%,0.19%,0.85%,H >2000m,D >0%,10%,Large Cap,,,,
HOC,£433.95,£666.62,Basic Materials,Trading Statement,Yes,18/10/2023,55,58,70,66,57,63,64,4,2.08,36.84%,6,84.05,86.25,-0.66%,2.62%,3.28%,E <500m,C >20%,50%,Large Cap,,,,
LIO,£371.43,£244.06,Financials,Trading Statement,Yes,18/10/2023,96,83,20,77,90,58,52,7,,58.80%,9,547.5,554,-0.66%,1.19%,1.85%,E <500m,F >-60%,-30%,Financials,,,,
QLT,"£1,213.85",-£302.15,Financials,Trading Statement,Yes,18/10/2023,42,87,85,85,65,64,86,5,,25.17%,6,84.85,80.95,-0.66%,-4.60%,-3.94%,G <2000m,G >-100%,-120%,Financials,,,,
SGRO,"£8,978.59","£14,102.59",Financials,Trading Statement,Yes,18/10/2023,40,20,74,38,30,57,47,4,1.52,16.33%,3,734.8,725,-0.66%,-1.33%,-0.67%,H >2000m,C >20%,60%,Financials,,,,
SOS,£46.54,£36.60,Consumer Cyclicals,Trading Statement,Yes,18/10/2023,61,37,75,61,49,68,56,5,3.84,156.00%,267,18.02,12.51,-0.66%,-30.58%,-29.92%,B <50m,F >-60%,-20%,Small Cap,,,,
WTB,"£6,365.66","£10,152.66",Consumer Cyclicals,Interim Result,Yes,18/10/2023,69,28,98,73,49,84,63,7,2.75,18.48%,6,"3,311.00","3,464.00",-0.66%,4.62%,5.28%,H >2000m,C >20%,60%,Large Cap,,,,
AJB,"£1,067.62",£980.78,Financials,Trading Statement,Yes,19/10/2023,93,26,22,42,60,58,24,6,,47.79%,8,253.8,269.14,-0.56%,6.04%,6.60%,G <2000m,E >-20%,-10%,Financials,,,,
CEY,£997.41,£918.69,Basic Materials,Interim Result,Yes,19/10/2023,90,62,62,85,76,76,62,7,12.9,53.55%,6,85.6,82.9,-0.56%,-3.15%,-2.59%,F <1000m,E >-20%,-10%,Large Cap,,,,
ROO,"£2,275.82","£1,444.82",Technology,Trading Statement,Yes,19/10/2023,73,26,99,76,50,86,63,6,9.22,14.65%,8,123.2,121.7,-0.56%,-1.22%,-0.66%,H >2000m,F >-60%,-40%,Large Cap,,,,
DNLM,"£2,118.17","£2,405.97",Consumer Cyclicals,Trading Statement,Yes,19/10/2023,63,46,63,60,55,63,55,5,6.68,15.23%,10,"1,047.00","1,040.00",-0.56%,-0.67%,-0.11%,H >2000m,D >0%,10%,Large Cap,,,,
GBG,£551.11,£657.74,Technology,Trading Statement,Yes,19/10/2023,66,22,41,35,44,54,32,7,1.67,91.21%,37,216.8,239.6,-0.56%,10.52%,11.08%,F <1000m,D >0%,20%,Small Cap,,,,
G4M,£28.84,£51.98,Consumer Cyclicals,Interim Result,Yes,19/10/2023,73,93,77,95,83,75,85,5,3.44,76.00%,364,135,130,-0.56%,-3.70%,-3.14%,B <50m,B >60%,80%,Small Cap,,,,
HL.,"£3,528.93","£3,162.73",Financials,Trading Statement,Yes,19/10/2023,95,44,65,80,70,80,55,7,,38.07%,3,740.6,712,-0.56%,-3.86%,-3.30%,H >2000m,E >-20%,-10%,Financials,,,,
LSEG,"£44,346.66","£52,495.66",Financials,Trading Statement,Yes,19/10/2023,59,16,64,40,38,62,40,6,,19.25%,2,"8,060.00","8,252.00",-0.56%,2.38%,2.94%,H >2000m,D >0%,20%,Financials,,,,
EMG,"£2,666.09","£2,846.75",Financials,Trading Statement,Yes,19/10/2023,56,71,66,72,64,61,69,5,,27.50%,9,218,218.1,-0.56%,0.05%,0.61%,H >2000m,D >0%,10%,Financials,,,,
MNDI,"£6,669.08","£8,078.17",Basic Materials,Trading Statement,Yes,19/10/2023,91,70,49,83,81,70,60,6,3.38,11.32%,4,"1,350.50","1,258.50",-0.56%,-6.81%,-6.25%,H >2000m,D >0%,20%,Large Cap,,,,
PBEE,£146.65,£132.96,Financials,Trading Statement,Yes,19/10/2023,32,4,58,21,18,45,31,3,,127.10%,153,65.85,64.66,-0.56%,-1.81%,-1.25%,D <250m,E >-20%,-10%,Financials,,,,
RAT,"£1,418.88","£2,760.01",Financials,Trading Statement,Yes,19/10/2023,34,42,69,44,38,52,56,4,,33.61%,13,"1,550.00","1,526.00",-0.56%,-1.55%,-0.99%,G <2000m,B >60%,90%,Financials,,,,
REL,"£54,887.79","£61,562.79",Industrials,Trading Statement,Yes,19/10/2023,94,11,99,80,53,97,55,7,5.39,2.74%,3,"2,903.00","2,880.00",-0.56%,-0.79%,-0.23%,H >2000m,D >0%,10%,Large Cap,,,,
RTO,"£15,190.80","£18,436.80",Industrials,Interim Result,Yes,19/10/2023,76,13,89,64,45,83,51,5,4.09,4.72%,3,594.6,503,-0.56%,-15.41%,-14.85%,H >2000m,D >0%,20%,Large Cap,,,,
SBRE,£385.00,£355.67,Financials,Trading Statement,Yes,19/10/2023,61,18,90,58,40,76,54,6,,2.97%,91,156.2,155,-0.56%,-0.77%,-0.21%,E <500m,E >-20%,-10%,Financials,,,,
SDR,"£6,580.96","£7,887.26",Financials,Trading Statement,Yes,19/10/2023,48,47,37,37,48,43,42,5,,13.84%,5,389.6,382.8,-0.56%,-1.75%,-1.19%,H >2000m,D >0%,20%,Financials,,,,
STJ,"£3,667.96","£3,715.56",Financials,Trading Statement,Yes,19/10/2023,32,85,20,40,59,26,53,4,,81.93%,9,657.4,656,-0.56%,-0.21%,0.35%,H >2000m,E >-20%,0%,Financials,,,,
BARC,"£22,906.88","£32,497.88",Financials,Interim Result,Yes,20/10/2023,38,95,78,84,67,58,87,4,,57.06%,3,149.92,145.34,-1.00%,-3.05%,-2.05%,H >2000m,C >20%,40%,Financials,,,,
FOXT,£111.02,£158.78,Financials,Trading Statement,Yes,20/10/2023,66,67,80,84,67,73,74,6,3.04,47.95%,250,36,36,-1.00%,0.00%,1.00%,D <250m,C >20%,40%,Financials,,,,
IHG,"£10,164.42","£12,003.80",Consumer Cyclicals,Trading Statement,Yes,20/10/2023,92,28,99,87,60,96,64,7,2.1,-2.02%,3,"6,146.00","5,938.00",-1.00%,-3.38%,-2.38%,H >2000m,D >0%,20%,Large Cap,,,,
REC,£150.29,£136.77,Financials,Trading Statement,Yes,20/10/2023,100,47,71,86,74,86,59,8,27.48,85.43%,79,72.95,69.71,-1.00%,-4.44%,-3.44%,D <250m,E >-20%,-10%,Financials,,,,
SHG,£109.00,£123.60,Basic Materials,Trading Statement,Yes,23/10/2023,83,70,63,85,77,73,67,8,2.03,146.30%,192,10.66,10.4,-0.30%,-2.44%,-2.14%,D <250m,D >0%,10%,Small Cap,,,,
S32,"£7,881.50","£8,278.40",Basic Materials,Trading Statement,Yes,23/10/2023,50,45,17,28,48,34,31,4,1.43,18.25%,34,174,168.8,-0.30%,-2.99%,-2.69%,H >2000m,D >0%,10%,Small Cap,,,,
ANG,£25.50,£22.91,Consumer Cyclicals,Interim Result,Yes,24/10/2023,85,65,83,92,75,84,74,6,4.41,,"1,212",33,35.99,-0.20%,9.06%,9.26%,B <50m,E >-20%,-10%,Outside,,,,
AAL,"£27,567.48","£39,843.80",Basic Materials,Interim Result,Yes,24/10/2023,75,51,19,44,63,47,35,5,4.54,29.92%,2,"2,021.50","2,068.50",-0.20%,2.33%,2.53%,H >2000m,C >20%,40%,Large Cap,,,,
BARC,"£21,856.21","£31,447.21",Financials,Interim Result,Yes,24/10/2023,38,96,75,83,67,57,86,4,,64.41%,1,145,134.85,-0.20%,-7.00%,-6.80%,H >2000m,C >20%,40%,Financials,,,,
BNZL,"£9,726.90","£11,269.40",Industrials,Trading Statement,Yes,24/10/2023,93,40,96,91,67,95,68,7,4.23,3.54%,3,"2,882.00","2,790.00",-0.20%,-3.19%,-2.99%,H >2000m,D >0%,20%,Large Cap,,,,
FDP,£357.84,£377.88,Technology,Interim Result,Yes,24/10/2023,77,17,39,37,47,58,28,6,3.04,115.36%,16,"1,295.00",874,-0.20%,-32.51%,-32.31%,E <500m,D >0%,10%,Large Cap,,,,
GATC,£30.73,£9.83,Industrials,Final Result,Yes,24/10/2023,93,58,86,94,76,90,72,8,3.52,,308,98.4,105.3,-0.20%,7.01%,7.21%,B <50m,G >-100%,-70%,Small Cap,,,,
PDL,£100.98,£196.71,Basic Materials,Interim Result,Yes,24/10/2023,54,98,16,57,76,35,57,4,2.09,66.06%,153,49.57,46.3,-0.20%,-6.60%,-6.40%,D <250m,B >60%,90%,Small Cap,,,,
SCLP,£110.05,£95.49,Healthcare,Final Result,Yes,24/10/2023,20,6,46,14,13,33,26,1,4.07,97.04%,741,13.73,13.61,-0.20%,-0.87%,-0.67%,D <250m,E >-20%,-10%,Outside,,,,
SCT,"£2,801.79","£2,710.50",Technology,Final Result,Yes,24/10/2023,82,14,93,70,48,88,54,6,10.25,9.92%,7,"1,407.00","1,242.00",-0.20%,-11.73%,-11.53%,H >2000m,E >-20%,0%,Large Cap,,,,
TPK,"£1,546.64","£2,420.74",Consumer Cyclicals,Trading Statement,Yes,24/10/2023,55,86,21,53,71,38,54,4,3.04,15.25%,3,730.34,726.8,-0.20%,-0.48%,-0.28%,G <2000m,C >20%,60%,Large Cap,,,,
TRI,£102.08,£155.92,Industrials,Trading Statement,Yes,24/10/2023,69,40,92,79,55,81,66,5,2.62,56.80%,53,74.21,69,-0.20%,-7.02%,-6.82%,D <250m,C >20%,50%,Small Cap,,,,
WPS,£655.00,£938.50,Industrials,Trading Statement,Yes,24/10/2023,55,40,46,42,48,51,43,5,,46.73%,106,92,93.8,-0.20%,1.96%,2.16%,F <1000m,C >20%,40%,Small Cap,,,,
AAF,"£4,141.48","£6,331.82",Telecoms,Interim Result,Yes,30/10/2023,71,68,52,71,70,62,60,6,1.01,36.40%,9,109.8,117.6,0.93%,7.10%,6.17%,H >2000m,C >20%,50%,Large Cap,,,,
GLEN,"£54,193.47","£72,598.55",Basic Materials,Trading Statement,Yes,30/10/2023,82,83,35,79,83,59,59,7,2.87,24.31%,1,445.35,452.45,0.93%,1.59%,0.66%,H >2000m,C >20%,30%,Large Cap,,,,
HSBA,"£118,616.40","£59,935.88",Financials,Interim Result,Yes,30/10/2023,46,79,81,82,63,64,80,6,,31.87%,2,606.8,587.25,0.93%,-3.22%,-4.15%,H >2000m,F >-60%,-50%,Financials,,,,
LOK,£213.00,£249.14,Financials,Final Result,Yes,30/10/2023,71,21,48,42,46,60,35,5,3.09,84.77%,597,664,660,0.93%,-0.60%,-1.53%,D <250m,D >0%,20%,Financials,,,,
PSON,"£6,567.84","£7,608.84",Consumer Cyclicals,Trading Statement,Yes,30/10/2023,77,32,98,82,55,88,65,6,4.61,12.02%,2,923.8,942.8,0.93%,2.06%,1.13%,H >2000m,D >0%,20%,Large Cap,,,,
BP.,"£90,396.52","£128,655.89",Energy,Interim Result,Yes,31/10/2023,71,87,84,95,79,78,86,8,1.61,16.32%,4,529.9,502.2,0.13%,-5.23%,-5.36%,H >2000m,C >20%,40%,Large Cap,,,,
CCH,"£7,742.01","£9,263.98",Consumer Defensives,Trading Statement,Yes,31/10/2023,91,48,88,90,70,90,68,6,2.2,25.65%,5,"2,151.00","2,139.00",0.13%,-0.56%,-0.69%,H >2000m,D >0%,20%,Large Cap,,,,
ELM,£648.19,£885.85,Basic Materials,Trading Statement,Yes,31/10/2023,54,34,75,53,44,65,55,6,1.79,24.04%,36,113,117,0.13%,3.54%,3.41%,F <1000m,C >20%,40%,Small Cap,,,,
ESYS,£17.14,£6.97,Technology,Final Result,Yes,31/10/2023,43,52,17,28,48,30,35,4,0.14,126.42%,377,26,28.25,0.13%,8.65%,8.52%,B <50m,G >-100%,-60%,Small Cap,,,,
CGEO,£386.56,£384.90,Financials,Interim Result,Yes,31/10/2023,29,97,86,84,63,58,92,5,,75.17%,23,879,929,0.13%,5.69%,5.56%,E <500m,E >-20%,0%,Financials,,,,
GR1T,£155.99,£536.04,Financials,Final Result,Yes,31/10/2023,50,65,89,81,58,70,77,5,-0.15,49.71%,"1,538",30.6,24.75,0.13%,-19.12%,-19.25%,D <250m,A >100%,240%,Financials,,,,
RHIM,"£1,185.47","£2,213.62",Basic Materials,Trading Statement,Yes,31/10/2023,72,89,98,98,81,85,94,6,3.5,38.93%,16,"2,516.00","2,544.00",0.13%,1.11%,0.98%,G <2000m,B >60%,90%,Large Cap,,,,
SXS,"£2,995.64","£2,843.74",Technology,Interim Result,Yes,31/10/2023,95,32,80,82,64,88,56,7,6,35.20%,3,"3,000.00","3,119.00",0.13%,3.97%,3.84%,H >2000m,E >-20%,-10%,Large Cap,,,,
TCAP,"£1,298.92",-£486.08,Financials,Trading Statement,Yes,31/10/2023,94,96,84,99,95,89,90,8,,40.13%,12,166.7,158.54,0.13%,-4.90%,-5.03%,G <2000m,G >-100%,-140%,Financials,,,,
UPGS,£101.82,£123.56,Consumer Cyclicals,Final Result,Yes,31/10/2023,88,81,71,95,85,80,76,7,3.43,78.36%,513,118.38,120,0.13%,1.37%,1.24%,D <250m,D >0%,20%,Outside,,,,
ASC,£462.76,"£1,240.36",Consumer Cyclicals,Final Result,Yes,01/11/2023,33,78,24,38,56,29,51,2,1.27,23.75%,3,395.3,363.3,0.00%,-8.10%,-8.10%,E <500m,A >100%,170%,Large Cap,,,,
AML,"£1,714.69","£2,562.89",Consumer Cyclicals,Interim Result,Yes,01/11/2023,36,32,88,50,34,62,60,6,0.22,73.13%,9,215,197.4,0.00%,-8.19%,-8.19%,G <2000m,C >20%,50%,Large Cap,,,,
BXP,£173.98,£281.32,Healthcare,Final Result,Yes,01/11/2023,84,94,44,88,89,64,69,7,2.16,,513,40,40,0.00%,0.00%,0.00%,D <250m,C >20%,60%,Outside,,,,
GSK,"£59,476.16","£73,914.16",Healthcare,Interim Result,Yes,01/11/2023,77,38,93,83,58,85,66,7,1.79,15.31%,1,"1,458.20","1,424.21",0.00%,-2.33%,-2.33%,H >2000m,D >0%,20%,Large Cap,,,,
NXT,"£8,721.44","£10,391.54",Consumer Cyclicals,Trading Statement,Yes,01/11/2023,95,46,99,94,71,97,73,7,7.8,9.89%,3,"6,912.00","7,186.00",0.00%,3.96%,3.96%,H >2000m,D >0%,20%,Large Cap,,,,
SKG,"£6,879.72","£9,661.32",Basic Materials,Trading Statement,Yes,01/11/2023,96,74,73,96,85,85,74,8,2.53,39.14%,23,"2,668.00","2,700.00",0.00%,1.20%,1.20%,H >2000m,C >20%,40%,Large Cap,,,,
TKO,£260.84,£566.65,Basic Materials,Interim Result,Yes,01/11/2023,13,63,32,26,38,23,48,4,0.57,144.57%,"1,714",82.5,91,0.00%,10.30%,10.30%,E <500m,A >100%,120%,Outside,,,,
BT.A,"£11,181.48","£31,121.48",Telecoms,Interim Result,Yes,02/11/2023,51,92,46,70,72,49,69,6,1.29,52.64%,4,112.8,118.41,1.52%,4.97%,3.45%,H >2000m,A >100%,180%,Large Cap,,,,
DLN,"£2,021.24","£3,235.94",Financials,Trading Statement,Yes,02/11/2023,68,35,22,33,52,45,29,6,3.05,30.48%,6,"1,823.00","2,028.00",1.52%,11.25%,9.73%,H >2000m,C >20%,60%,Financials,,,,
ENT,"£5,837.17","£8,626.67",Consumer Cyclicals,Trading Statement,Yes,02/11/2023,37,28,27,20,33,32,28,3,0.6,65.24%,2,930.2,962,1.52%,3.42%,1.90%,H >2000m,C >20%,50%,Large Cap,,,,
HLN,"£30,169.35","£39,661.35",Healthcare,Interim Result,Yes,02/11/2023,42,23,76,42,33,59,50,,2.17,9.47%,2,330.45,320.15,1.52%,-3.12%,-4.64%,H >2000m,C >20%,30%,Large Cap,,,,
HTWS,£630.83,"£2,073.63",Industrials,Interim Result,Yes,02/11/2023,44,65,20,36,55,32,43,6,0.82,198.09%,8,60.85,69.65,1.52%,14.46%,12.94%,F <1000m,A >100%,230%,Large Cap,,,,
HIK,"£4,233.67","£5,080.97",Healthcare,Trading Statement,Yes,02/11/2023,80,41,96,86,61,88,69,6,2.99,18.49%,3,"1,899.00","1,816.50",1.52%,-4.34%,-5.86%,H >2000m,D >0%,20%,Large Cap,,,,
HWDN,"£3,507.12","£4,061.72",Consumer Cyclicals,Trading Statement,Yes,02/11/2023,84,45,64,74,65,74,55,5,4.59,28.45%,6,641.2,626,1.52%,-2.37%,-3.89%,H >2000m,D >0%,20%,Large Cap,,,,
